2,ARGANZUELA,203,CHOPERA,3,2032,32,20,2,2,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,22,2,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,23,2,0,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,28,2,7,2,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,31,4,3,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,32,3,8,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,43,5,6,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,47,3,2,1,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,50,0,2,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,52,6,0,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,53,4,3,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,61,4,4,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,64,5,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,71,3,8,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,72,6,4,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,73,4,8,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,77,2,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2032,32,88,1,2,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,7,6,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,8,6,5,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,12,3,4,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,14,3,2,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,17,1,0,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,20,5,2,1,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,21,3,1,1,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,22,4,2,1,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,23,1,1,3,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,24,5,1,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,30,7,3,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,35,7,12,1,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,37,17,13,3,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,39,15,8,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,40,8,22,3,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,41,13,12,0,4,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,42,14,13,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,48,2,11,0,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,53,7,3,1,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,58,6,7,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,61,3,7,0,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,63,4,5,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,65,5,15,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,66,10,8,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,67,7,19,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,68,8,8,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,75,8,7,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,77,5,9,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,78,2,4,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,83,2,2,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,84,0,4,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,88,2,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2033,33,93,0,1,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,5,5,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,7,3,1,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,18,1,1,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,22,1,4,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,25,6,6,1,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,28,7,5,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,30,5,9,1,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,31,6,6,1,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,38,7,5,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,41,3,5,0,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,42,8,6,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,48,2,6,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,58,5,11,0,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,60,10,4,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,61,2,8,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,65,2,1,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,71,3,7,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,74,4,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,78,5,4,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,81,3,6,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,84,3,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,85,0,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2034,34,91,2,4,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,8,7,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,11,1,2,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,12,4,3,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,15,1,2,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,18,3,2,3,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,20,1,2,0,3,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,25,7,5,2,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,32,11,7,4,3,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,36,12,10,1,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,38,4,9,2,4,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,43,5,9,2,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,48,6,5,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,50,2,3,1,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,52,5,8,1,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,57,8,8,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,63,7,9,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,71,2,10,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,74,5,7,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,77,2,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,80,2,6,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,82,4,9,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,83,1,1,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,84,1,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,98,1,0,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2035,35,101,0,1,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,0,4,2,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,2,3,1,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,3,1,4,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,9,4,4,1,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,15,5,4,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,16,2,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,27,5,4,3,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,36,7,6,1,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,40,5,5,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,41,3,9,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,47,3,4,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,48,3,6,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,54,5,4,0,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,56,9,7,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,59,2,12,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,63,7,9,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,68,4,7,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,72,4,3,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,76,4,5,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,89,2,4,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,90,0,6,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2036,36,91,2,5,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2037,37,0,2,4,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2037,37,9,4,3,1,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2037,37,20,2,9,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2037,37,21,5,5,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2037,37,23,6,2,0,0,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2037,37,25,6,4,0,1,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2037,37,27,4,4,1,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2037,37,28,9,11,0,4,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
2,ARGANZUELA,203,CHOPERA,3,2037,37,36,8,4,1,2,2022-12-20 11:03:24.757,2022-12-01,2022-12-01
